ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,mobile_usage_score,transaction_stability_score,bank_balance,total_income,emi,income_to_emi_ratio,credit_utilization,stability_score,cibil_proxy_score,Approved
118050,94830,788431,223,0,Male,Yes,2,Not Graduate,No,Rural,444,347,33637,212880,3535.5650224215246,60.19400142521309,9.426820665494937,0.2863157894736842,171.67966912498952,1
108427,121947,539417,281,1,Male,Yes,0,Graduate,No,Rural,852,895,568822,230374,1919.6334519572954,119.94688510982067,0.8716836182294747,0.9458947368421053,413.13680921176405,0
160021,50116,126120,105,0,Female,Yes,2,Not Graduate,No,Rural,942,542,53177,210137,1201.142857142857,174.8020202020202,1.2223654496641694,0.5256842105263158,267.3401249808245,1
199279,121371,1037869,95,1,Male,Yes,0,Graduate,No,Urban,787,788,273576,320650,10924.936842105262,29.34759779722611,3.2074968477266546,0.8803157894736842,409.8034651208563,1
137898,36630,1010002,89,1,Male,Yes,1,Graduate,No,Urban,880,677,573401,174528,11348.337078651686,15.377814474141438,1.6201481871219328,0.8629473684210527,363.9390759725957,1
90699,60424,1429492,90,1,Male,Yes,0,Graduate,No,Semiurban,781,588,709666,151123,15883.244444444445,9.514018783112826,1.8817375004278196,0.7942105263157895,329.8921362372031,1
90181,136900,540449,51,1,Male,Yes,1,Not Graduate,No,Urban,690,438,508134,227081,10597.039215686274,21.426699352451433,0.9683140607811027,0.7023157894736842,312.0539915425204,1
92322,143167,1800196,98,1,Female,Yes,0,Graduate,Yes,Urban,796,423,127782,235489,18369.34693877551,12.818974012022482,10.125862010777244,0.7294736842105263,324.8692529949956,0
165593,138581,1716085,241,0,Male,No,3+,Graduate,No,Urban,924,775,544129,304174,7120.6846473029045,42.71096167045189,2.888404706721941,0.6181052631578947,330.3615113041364,1
74424,47406,1182754,117,0,Male,No,3+,Graduate,No,Semiurban,693,508,29634,121830,10109.008547008547,12.05043491640255,14.852374613858402,0.43273684210526314,207.26138829151384,0
45889,126498,494237,283,1,Male,No,2,Not Graduate,No,Rural,746,449,184776,172387,1746.4204946996467,98.65227088894281,2.105142774389205,0.7246315789473684,306.7313512140622,0
76843,140413,1292042,297,1,Male,Yes,2,Graduate,No,Urban,351,303,98992,217256,4350.309764309764,49.92887469928556,8.671888423539519,0.5384210526315789,243.49460538997897,1
19201,146730,1703291,276,1,Male,Yes,0,Graduate,No,Rural,923,846,787911,165931,6171.344202898551,26.88297906686382,2.0327827179736273,0.9476842105263159,396.6495805269571,1
34636,3135,963154,199,1,Female,No,1,Graduate,No,Rural,805,557,294689,37771,4839.969849246231,7.802362166308716,2.7942696169590557,0.7887368421052632,297.9392442104471,1
31658,111748,695514,122,1,Male,No,0,Not Graduate,No,Urban,404,526,446700,143406,5700.934426229508,25.150411997078933,1.4002697805516409,0.6490526315789473,269.9068784316904,0
157737,149511,1290939,335,1,Male,Yes,2,Graduate,No,Semiurban,488,541,632473,307248,3853.5492537313435,79.71048747206247,1.8915605452523396,0.6818947368421053,325.71228006066696,1
148636,114700,920283,83,1,Male,Yes,0,Graduate,No,Urban,446,689,775638,263336,11087.746987951807,23.7480393669475,1.1146325629392058,0.7309473684210526,334.9233218183871,0
143902,34976,1031256,173,1,Male,Yes,0,Not Graduate,No,Rural,507,613,796394,178878,5961.017341040462,30.002931854737458,1.2184112836338632,0.7182105263157894,307.24723930730863,1
100447,114388,904708,169,1,Female,No,1,Graduate,No,Semiurban,875,653,131336,214835,5353.301775147929,40.12381240765319,4.989125159924119,0.8512631578947369,369.6139413823145,0
147655,15786,793489,271,1,Female,No,0,Graduate,No,Semiurban,601,480,315141,163441,2928.0036900369005,55.80088565813344,2.1731029930903403,0.6918947368421053,291.7009422043283,1
44835,72091,1806041,202,1,Male,Yes,2,Not Graduate,No,Semiurban,572,492,324079,116926,8940.79702970297,13.0763424411887,4.827966819842867,0.6877894736842105,278.0589094424489,0
181615,93934,1177593,290,1,Male,Yes,0,Graduate,No,Urban,806,860,636984,275549,4060.6655172413793,67.84138152940487,1.7141490922641576,0.9166315789473685,413.0297755670882,1
107693,68467,1192947,331,1,Male,Yes,1,Graduate,Yes,Rural,541,585,268548,176160,3604.0694864048337,48.86452276837418,3.74495209513166,0.7171578947368422,305.8892075961018,0
188539,104975,1650060,147,1,Male,Yes,2,Graduate,No,Rural,875,932,185021,293514,11224.897959183674,26.146148937678724,7.020904514915689,0.9687368421052631,438.93460989079375,1
43177,36033,935182,316,0,Male,No,1,Not Graduate,No,Semiurban,790,849,604059,79210,2959.4367088607596,26.75618761344225,1.4298129067866967,0.6069473684210527,267.95899258450964,1
107006,90933,297533,71,1,Female,Yes,0,Not Graduate,No,Semiurban,467,762,396096,197939,4190.605633802817,47.22271542049167,0.6669707865571536,0.7683157894736843,333.28757869189826,0
143819,96722,2138925,330,1,Male,Yes,0,Graduate,No,Urban,709,656,598057,240541,6481.590909090909,37.1056886626419,3.3005198616788336,0.8001052631578947,356.0852854471726,1
106690,95069,186477,73,1,Male,Yes,0,Graduate,No,Urban,613,844,303927,201759,2554.4794520547944,78.95152506030556,0.5268798368025045,0.8489473684210527,366.8826784478991,1
97538,43398,1451279,307,1,Female,No,0,Graduate,Yes,Urban,523,336,389235,140936,4727.29315960912,29.806950466593094,3.3041060024815874,0.6066315789473684,250.88845005542805,1
45749,45807,701262,147,0,Female,Yes,1,Graduate,No,Semiurban,889,624,7303,91556,4770.489795918367,19.188137021338477,12.23778859745563,0.5434736842105263,244.175092476548,1
85488,38671,573885,347,0,Male,Yes,0,Graduate,No,Rural,558,763,12918,124159,1653.8472622478387,75.02746799203109,9.121157697320323,0.4974736842105263,235.6180865458924,1
59171,69266,152793,56,0,Male,No,0,Graduate,No,Rural,375,370,279,128437,2728.4464285714284,47.056061864977856,3.038902921696931,0.27421052631578946,145.082494073686,1
70779,87894,2255223,173,1,Male,No,0,Graduate,No,Urban,565,418,140164,158673,13035.971098265896,12.17100189944471,11.859358238152332,0.654421052631579,275.1088909905555,1
141484,54380,1101552,325,0,Female,No,3+,Graduate,Yes,Urban,635,342,278103,195864,3389.3907692307694,57.77033189729888,3.357335958525219,0.3445263157894737,190.24704675637423,0
131602,61497,889493,28,1,Male,No,0,Graduate,No,Urban,382,615,40212,193099,31767.60714285714,6.078296071706008,9.860029707799406,0.6795789473684211,295.6767716712061,1
127331,42961,1866009,104,1,Male,Yes,0,Graduate,No,Rural,782,651,128600,170292,17942.39423076923,9.490512096534347,10.447978723404255,0.8210526315789473,346.0356093321717,0
81935,32828,145499,41,1,Male,No,0,Graduate,No,Rural,449,604,677611,114763,3548.756097560976,32.32982685172461,0.19996811483058943,0.6961052631578948,281.7204537429123,1
192543,98615,1433149,123,1,Male,No,0,Graduate,No,Semiurban,360,335,683658,291158,11651.617886178861,24.98648825903248,1.9534292545027792,0.5547368421052632,269.47087820882047,1
31215,122408,1261770,147,1,Male,Yes,3+,Graduate,No,Semiurban,649,616,231817,153623,8583.469387755102,17.89545667425037,4.477267162733263,0.7643157894736843,318.94337953301516,1
78379,43605,1405922,227,0,Female,No,0,Graduate,Yes,Semiurban,404,877,757179,121984,6193.488986784141,19.692342703369274,1.7417722710823746,0.49684210526315786,235.75150487853588,1
36831,129085,353648,101,1,Male,Yes,1,Graduate,No,Urban,808,320,94338,165916,3501.4653465346537,47.3712038761947,2.4501378708309662,0.6898947368421052,290.22067306718225,0
77704,85646,2383720,67,0,Male,Yes,1,Graduate,No,Urban,344,804,25120,163350,35577.91044776119,4.591202989193246,31.7321618743344,0.44715789473684214,226.25223694836075,0
192951,25154,634242,71,0,Female,Yes,2,Not Graduate,No,Urban,572,477,283337,218105,8932.985915492958,24.41295543367391,1.9027050702442274,0.3814736842105263,211.79076761323674,0
82758,54899,1712203,338,0,Male,Yes,1,Not Graduate,No,Urban,333,348,211785,137657,5065.689349112426,27.16902310660008,6.540493152778043,0.2516842105263158,138.38427934864094,0
183087,1126,1880421,343,1,Male,No,2,Not Graduate,No,Semiurban,549,332,61831,184213,5482.276967930029,33.59542132877915,16.81484561525874,0.6131578947368421,264.7119925005717,0
106587,5875,892760,89,0,Male,Yes,0,Graduate,No,Urban,906,308,677962,112462,10031.011235955057,11.21031439806731,1.2263826958000554,0.41578947368421054,196.44604941344687,0
144445,50419,370341,80,1,Male,Yes,0,Not Graduate,No,Semiurban,722,569,783085,194864,4629.2625,42.084870998134555,0.4445416734186788,0.7675789473684211,330.58654943804936,1
99622,68169,776841,30,1,Male,Yes,2,Graduate,No,Semiurban,647,623,216313,167791,25894.7,6.479492734314963,2.9170224510256726,0.7666315789473683,323.6091055390413,0
64185,119626,2027013,345,1,Male,Yes,1,Graduate,Yes,Semiurban,402,703,252006,183811,5875.4,31.27952487917773,6.711830228538505,0.7229473684210526,311.15727257860505,1
156382,20145,2270913,257,0,Male,Yes,1,Graduate,No,Rural,503,352,574707,176527,8836.237354085602,19.975360276861707,3.6351649653357496,0.30705263157894735,170.459810111927,1
194297,125876,2345422,276,0,Male,Yes,0,Graduate,No,Urban,547,725,746453,320173,8497.90579710145,37.67226130559006,2.944834158450028,0.4780000000000001,278.65420790001536,0
63752,35178,604462,113,1,Male,No,0,Graduate,Yes,Semiurban,676,780,229481,98930,5349.221238938053,18.49082413265517,2.162801764699568,0.8418947368421053,336.7709997018753,0
159068,20749,1536003,235,0,Female,No,0,Graduate,No,Urban,435,341,546182,179817,6536.182978723405,27.506802331409585,2.576399488746725,0.2809473684210526,160.8918462892157,1
63310,104983,420037,32,1,Male,Yes,0,Not Graduate,No,Semiurban,949,738,18507,168293,13126.15625,12.820217630913017,6.131300451048798,0.910421052631579,381.6148751928404,1
147624,116150,1790380,247,1,Female,No,0,Graduate,No,Semiurban,723,377,452885,263774,7248.502024291498,36.385119849080795,3.5602175447666964,0.6870526315789474,315.0624196438133,1
160966,90736,1068875,213,1,Male,No,0,Graduate,Yes,Urban,502,585,789726,251702,5018.192488262911,50.147907375258164,1.2728854412034403,0.7048421052631579,320.692696016996,1
98131,17355,1798287,127,0,Male,No,1,Not Graduate,No,Urban,373,729,380397,115486,14159.740157480315,8.155364671315947,4.178205238419412,0.4247368421052632,204.28379330406113,0
151330,17301,1728560,259,1,Male,Yes,2,Graduate,No,Semiurban,686,866,513229,168631,6673.976833976834,25.26315883849032,3.0690181080874743,0.8812631578947367,371.22792328643413,0
65364,58509,2482379,236,0,Male,Yes,1,Graduate,No,Semiurban,591,645,549904,123873,10518.555084745763,11.775498013183679,4.137960406998453,0.4582105263157895,219.0185843128515,0
29661,67590,1247176,164,1,Male,No,1,Graduate,No,Semiurban,738,583,505828,97251,7604.731707317073,12.786540959161094,2.2438164324215406,0.7785263157894737,309.6086247044079,1
32832,149791,886768,76,0,Male,Yes,0,Graduate,No,Semiurban,687,841,549020,182623,11668.0,15.650269946010798,1.4803645955059932,0.5710526315789474,280.62280176443517,0
97699,42971,1340550,20,1,Male,Yes,0,Not Graduate,No,Semiurban,716,440,709369,140670,67027.5,2.098659525425752,1.7653472817563003,0.7113684210526315,293.14415776875364,0
181981,28888,448998,338,1,Male,No,1,Graduate,Yes,Semiurban,841,433,8416,210869,1328.396449704142,158.62010166111773,7.686216105176664,0.7478947368421052,325.83080901783825,1
38601,141885,323812,109,0,Male,Yes,2,Not Graduate,No,Urban,641,603,707682,180486,2970.7522935779816,60.733864121190045,0.4273719053639918,0.45631578947368423,232.666118995175,1
99318,23094,1321959,117,0,Male,No,2,Graduate,No,Semiurban,770,378,726226,122412,11298.794871794871,10.833117006889166,1.7030594182622072,0.4023157894736842,194.2879977307789,1
145245,3960,2072245,249,1,Male,Yes,1,Not Graduate,No,Semiurban,533,314,723212,149205,8322.269076305221,17.92624972617532,2.6800476454064346,0.6005263157894736,250.44250238065604,1
52437,63420,1356462,100,0,Male,No,2,Not Graduate,No,Rural,912,535,294370,115857,13564.62,8.54048690734371,3.938966808955484,0.5132631578947369,237.80543780915966,1
148499,60162,1965713,142,0,Male,Yes,2,Graduate,No,Semiurban,565,399,466399,208661,13843.049295774648,15.072252022656809,3.806577859368434,0.34642105263157896,194.80563093897706,0
71601,92950,485885,259,1,Male,Yes,2,Graduate,No,Semiurban,741,714,282618,164551,1876.003861003861,87.66684151198,1.460789855028892,0.8346315789473684,350.44009422766885,1
164602,131660,1151007,219,1,Male,No,2,Graduate,Yes,Rural,948,656,672250,296262,5255.739726027397,56.35850649655237,1.5936407061266875,0.875578947368421,400.47545652155037,1
122155,139935,1552118,240,0,Male,Yes,0,Graduate,No,Rural,526,615,325272,262090,6467.158333333334,40.52003468272138,4.135981368180946,0.42505263157894735,241.6487421597543,1
116177,43445,901805,13,1,Male,No,0,Not Graduate,No,Urban,366,622,250405,159622,69369.61538461539,2.301003084879654,3.0019640152460845,0.6774736842105263,286.18110294564576,1
47702,147123,84605,169,1,Male,No,0,Graduate,No,Rural,450,364,548226,194825,500.6213017751479,388.3906032509968,0.14142648430526256,0.5953684210526315,260.7013900426347,1
100693,94899,229946,177,1,Female,Yes,1,Graduate,No,Urban,458,561,39492,195592,1299.129943502825,150.44034711871475,2.56945872256738,0.6808421052631579,296.3761914857899,1
173473,10446,2322787,232,0,Male,Yes,2,Not Graduate,No,Rural,336,346,300814,183919,10012.012931034482,18.36799785107225,6.621135416488509,0.25178947368421056,150.46040628898413,0
18611,140766,1532585,64,1,Female,No,0,Graduate,No,Urban,653,530,165029,159377,23946.640625,6.655227648339574,7.127340963311926,0.7293684210526317,305.89228110265617,0
155326,20699,698206,67,1,Male,No,0,Graduate,No,Semiurban,480,740,299064,176025,10420.985074626866,16.889776634640032,2.000223454724635,0.763157894736842,325.35404045812794,1
106161,88289,684106,277,0,Male,No,2,Not Graduate,Yes,Rural,363,941,358993,194450,2469.696750902527,78.70249553247231,1.6726594342690462,0.510842105263158,260.7037035482629,1
148100,118610,146922,246,0,Male,Yes,0,Not Graduate,No,Urban,388,493,50771,266710,597.2439024390244,445.82151011089366,1.4579789820484068,0.33010526315789473,204.25223977041503,1
137710,37415,2364704,294,1,Male,No,2,Graduate,No,Rural,477,471,691731,175125,8043.210884353742,21.770314393500545,3.1880884040170896,0.6489473684210527,277.6695928716356,1
94937,40594,315211,106,1,Male,Yes,0,Graduate,No,Semiurban,539,735,333313,135531,2973.688679245283,45.56140645762836,0.8223331846297934,0.7796842105263158,321.30546204988235,1
72103,71426,1910669,359,1,Female,No,0,Not Graduate,No,Urban,933,896,287047,143529,5322.197771587744,26.962928329673872,5.668850338380107,0.9718947368421054,400.8139196018443,1
131052,132727,638609,106,1,Male,Yes,0,Not Graduate,Yes,Rural,756,491,119582,263779,6024.61320754717,43.77629146019743,3.7657829250745953,0.7454736842105263,339.138722130405,0
40941,33540,872284,238,1,Male,Yes,0,Graduate,Yes,Semiurban,764,844,796633,74481,3665.0588235294117,20.31636795404586,1.0302976614424433,0.8966315789473684,352.6021007661516,1
123058,99517,721070,68,1,Male,No,0,Graduate,Yes,Rural,749,504,684471,222575,10603.970588235294,20.987799838588455,0.9817542149383706,0.7487368421052631,329.8051906261487,0
32518,67888,2070076,331,1,Male,No,0,Graduate,No,Rural,822,715,385505,100406,6254.006042296072,16.05210279911148,4.75327722988255,0.8606315789473684,344.03049374372273,1
135221,16776,130384,127,1,Female,Yes,0,Not Graduate,No,Urban,506,436,267608,151997,1026.6456692913387,147.90798476756748,0.41051862673484296,0.6433684210526316,269.144810893419,1
131317,106631,913108,291,1,Male,No,0,Not Graduate,No,Urban,364,470,373990,237948,3137.828178694158,75.80790870145468,2.1536073964008584,0.6128421052631579,279.7348159007563,1
30622,124879,734419,127,1,Male,Yes,2,Graduate,No,Urban,630,939,768693,155501,5782.826771653543,26.885487089984835,0.8970627573461603,0.8943157894736842,373.5825934968292,0
155135,86345,718741,287,1,Female,Yes,0,Graduate,No,Semiurban,300,552,177113,241480,2504.3240418118467,96.38673320093237,3.1646845402949193,0.6271578947368421,287.00489242907963,0
91924,26453,522707,170,0,Female,Yes,0,Graduate,No,Urban,440,310,547622,118377,3074.747058823529,38.487235047630705,0.8746448423920137,0.2694736842105263,140.08689105133823,1
160573,23358,2285494,33,0,Male,Yes,0,Graduate,Yes,Urban,789,801,722848,183931,69257.39393939394,2.6557214156734967,2.957236092996294,0.586421052631579,286.71353225680406,1
22698,63524,977621,78,1,Male,Yes,3+,Graduate,No,Rural,626,382,604921,86222,12533.602564102564,6.8787182967354985,1.4927311843718556,0.6585263157894736,257.56059978060335,0
48199,75962,1074603,249,1,Female,Yes,2,Graduate,No,Urban,748,371,696125,124161,4315.674698795181,28.763112502930635,1.4402452672139388,0.6924210526315789,280.76860754052905,1
106388,82827,993660,79,0,Male,Yes,3+,Graduate,No,Semiurban,631,843,758200,189215,12577.974683544304,15.04216398873346,1.2294729027468447,0.5542105263157895,275.6900000868324,1
49821,36548,2451532,107,0,Male,No,3+,Not Graduate,No,Semiurban,652,526,47996,86369,22911.51401869159,3.7695121508509204,25.01665374096902,0.4273684210526316,196.04889288639714,1
76024,75114,880568,200,1,Male,No,0,Graduate,Yes,Urban,495,389,191147,151138,4402.84,34.31959380903938,3.6515818152413257,0.6201052631578947,259.32104369697794,1
137210,44261,887132,100,1,Female,No,1,Graduate,No,Urban,442,934,115532,181471,8871.32,20.453613034696676,5.359277964381509,0.8328421052631578,355.97270885372495,0
41736,102924,853413,56,0,Female,Yes,0,Not Graduate,No,Urban,468,482,453832,144660,15239.517857142857,9.491803451560632,1.6938443766969942,0.3507368421052632,180.5335420688697,1
140375,119471,851068,229,0,Male,No,2,Not Graduate,Yes,Semiurban,818,711,325947,259846,3716.4541484716156,69.89891189561341,2.2637978225654147,0.5576842105263158,294.36418617743345,1
34129,97903,269841,251,1,Male,Yes,0,Graduate,No,Urban,936,470,32580,132032,1075.0637450199204,122.69905069383765,3.2676313877452166,0.7934736842105263,323.64398193306374,0
